feature,psi,missing_ref,missing_cmp,mean_ref,mean_cmp,ks_stat,ks_p,severity
age,0.04500481953669329,0.0,0.0,63.008082382615406,61.07703333333333,0.09494999999999998,7.573514180135249e-236,stable
Glucose_std24,0.043255909967517873,0.5672833333333334,0.5870666666666666,16.26540683192093,19.173425010790496,0.13611607579306342,2.4622604851361925e-205,stable
Lactate_mean24,0.04260697296444388,0.796,0.8640666666666666,1.8300787072421776,1.9246769813403246,0.06413619068683546,5.996172089299733e-18,stable
Platelets_max6,0.04199277618056564,0.22208333333333333,0.2947166666666667,215.08786288162827,201.9145733393199,0.03972156387074133,7.273631671867705e-31,stable
Platelets_min6,0.041298610445392625,0.22208333333333333,0.2947166666666667,208.99461703267275,197.4407212231491,0.03578461789387488,3.955751333474531e-25,stable
Temp_mean24,0.04125161764920575,0.5694666666666667,0.5699,36.996225266531916,36.83737318672654,0.1451026103316052,1.1659676006354696e-237,stable
Creatinine_hours_since,0.04118232526008794,0.17913333333333334,0.25233333333333335,7.823316819621538,8.552407489968791,0.044364500778276916,1.3662729876473809e-40,stable
Platelets_mean6,0.04100782998347979,0.22208333333333333,0.2947166666666667,212.06504159327682,199.69073440635503,0.03780020917188154,5.440599626423233e-28,stable
WBC_mean24,0.03960805920126456,0.569,0.5966833333333333,11.942876588846488,10.595642032034707,0.12631743809474588,2.4706140454602435e-174,stable
Creatinine_locf,0.03895757433792601,0.17913333333333334,0.25233333333333335,1.3169191116203145,1.5810599638284502,0.13265240870113282,0.0,stable
sofa_renal,0.03853840410615353,0.17913333333333334,0.25233333333333335,0.5153090229838382,0.6254792688363798,0.035570646003761586,3.037259607838241e-26,stable
sofa_partial,0.03826612385851835,0.018,0.03305,1.2151561439239646,1.1606425702811245,0.07123504814429166,1.942761630454452e-129,stable
BUN_slope6,0.03806030583873071,0.31298333333333334,0.39805,-0.011941728801354348,-0.007826415978535685,0.02822472914793682,9.346287241236528e-14,stable
Resp_n_obs,0.03772773351705053,0.0,0.0,23.353166666666667,20.940316666666668,0.07911666666666667,8.81158378711747e-164,stable
BUN_max6,0.037234161351364044,0.20866666666666667,0.2784,23.824252316764955,23.026422764227643,0.03876407524605996,5.2834812026701776e-30,stable
Lactate_slope12,0.03612743011757005,0.7596666666666667,0.8347,-0.011391932580583882,-0.011709097955059882,0.0416678902926326,2.6578993624621797e-09,stable
BUN_mean6,0.03609809976753801,0.20866666666666667,0.2784,23.417089652776617,22.602239623071085,0.0388175151041929,4.378242136410337e-30,stable
Creatinine_mean6,0.03568962332220363,0.21835,0.27818333333333334,1.3209352741470424,1.584310989626757,0.12552764776748448,1.03183425303678e-309,stable
BUN_slope12,0.03541162928794522,0.4555,0.5288833333333334,-0.016261095879528186,-0.005437730656519058,0.056407186926874214,2.3577772643643388e-42,stable
Resp_dev,0.03527902212398056,0.020833333333333332,0.04053333333333333,1.473324608124523,2.044091764597239,0.0674998474329711,1.2518555763250098e-115,stable
Platelets_std24,0.035167822172529055,0.5692666666666667,0.59775,10.555953644952808,7.618547968946242,0.1210450380567416,8.3365753411183e-160,stable
SBP_std24,0.03515090257152017,0.5740833333333333,0.5705,12.160262669735232,13.770654463891178,0.1208123773303672,1.1766443442390546e-163,stable
Lactate_std24,0.034947040192616324,0.79705,0.86455,0.1926771910006958,0.20415175754402895,0.046973257410013014,8.751715958301259e-10,stable
BUN_min6,0.03487270292847154,0.20866666666666667,0.2784,23.02118786857624,22.19344743163341,0.036420022185402245,1.557082628634676e-26,stable
Platelets_std6,0.0348096163849554,0.23583333333333334,0.3101,2.962471611043976,2.1902803443352776,0.031618836018411534,2.496267013097263e-19,stable
BUN_std6,0.03471538444604741,0.22101666666666667,0.2939833333333333,0.3895509158369715,0.40791283840795106,0.03464268881582777,1.3234613193078757e-23,stable
SBP_dev,0.0338413759291389,0.04671666666666666,0.030166666666666668,9.048169913619747,11.06265153987258,0.0686004893504838,1.7845061456536287e-118,stable
Platelets_slope6,0.032729344926143475,0.3318833333333333,0.4102,-0.3898655833974252,-0.29096021137081446,0.025164459540806178,8.994373143325884e-11,stable
Resp_mean24,0.032166253405072044,0.5645333333333333,0.57115,19.09662000264628,18.656207568326455,0.07774418203999212,1.3439400577189808e-68,stable
SBP_mean24,0.03116103505789412,0.5738833333333333,0.5704833333333333,121.77377091173264,126.50781242835693,0.10828060198477962,1.6925059529158742e-131,stable
Platelets_slope12,0.03085237303846814,0.47408333333333336,0.5385,-0.42854605704602644,-0.31518448222510626,0.05001426882582302,1.6827889370578172e-32,stable
WBC_slope6,0.030812645843257096,0.33343333333333336,0.41215,-0.014378156678636261,-0.0034130022445637265,0.020928149854442107,1.4598934381641726e-07,stable
WBC_std6,0.030457626345534235,0.23925,0.3116,0.2513974794715912,0.20357152003403695,0.025353408237497765,1.5343453805052432e-12,stable
Resp_slope6,0.029814575957383713,0.1755,0.20061666666666667,0.03816959772560966,0.02678974764721583,0.04018697014532557,1.3100985432326847e-34,stable
Creatinine_mean24,0.02904631320087818,0.5671833333333334,0.5905833333333333,1.3283909327389325,1.6020751580307835,0.10978894287813468,5.578023978313109e-133,stable
WBC_slope12,0.02871794888226322,0.47431666666666666,0.5403,-0.016598844851327992,-0.0012803336341011293,0.04645371924655875,4.957575768509049e-28,stable
sirs_unmeasured,0.027923561704814942,0.0,0.0,0.2936,0.41046666666666665,0.07220000000000004,1.9446909227666443e-136,stable
SBP_std6,0.0274906444344628,0.15228333333333333,0.13498333333333334,9.460865118064493,10.570872215964592,0.06433219088315068,7.1719686439797634e-93,stable
Creatinine_min6,0.02586891455709444,0.21835,0.27818333333333334,1.2999594890828448,1.5587810843745316,0.13372737349599711,0.0,stable
Creatinine_max6,0.025120754803405615,0.21835,0.27818333333333334,1.3426011234136461,1.610074810921649,0.129060364342358,0.0,stable
rate_pressure_product,0.024491619774048436,0.046766666666666665,0.030533333333333332,10.249048621261746,10.583313946289016,0.05405633900995155,1.108651291306e-73,stable
Temp_slope12,0.024218772761173114,0.37261666666666665,0.3888666666666667,0.0035341441219470453,0.003650209249705491,0.057272897123293365,2.1076007064193017e-53,stable
Creatinine_std6,0.023393330815250947,0.23231666666666667,0.29375,0.020766419714376153,0.0251032299691466,0.055561245671460924,1.1591399860703822e-59,stable
n_labs_this_hour,0.02330807047261478,0.0,0.0,1.7072166666666666,1.0034666666666667,0.09453333333333336,8.809667889520753e-234,stable
Glucose_min6,0.020577262373061286,0.19298333333333334,0.2075,125.07348216686626,120.59132828609174,0.05994635944885007,2.1906008461370063e-75,stable
BUN_std24,0.020330150345973307,0.5671333333333334,0.5913833333333334,1.4684553342277826,1.5098719403313068,0.09832574141908818,1.3698246021121805e-106,stable
Fibrinogen_dev,0.02007167737989189,0.88925,0.9017,92.1552127839071,84.40751653895788,0.10234459858221825,6.109967546782213e-29,stable
WBC_std24,0.019937963063964434,0.5695833333333333,0.5979,0.8895112143429663,0.7132505525763093,0.08894945132760973,2.5553178153626812e-86,stable
Resp_hours_since,0.0197,0.020833333333333332,0.04053333333333333,0.2419063829787234,0.48900430794886046,0.09876754225160567,2.3618656627968075e-247,stable
qsofa_score,0.019606766971918856,0.0,0.0,0.42311666666666664,0.34373333333333334,0.06666666666666665,2.2700986957807637e-116,stable
Temp_std24,0.01932815442883615,0.56965,0.5699,0.39195286998463985,0.3552681746905476,0.0879838176591815,2.1977139376498745e-87,stable
sofa_cardio,0.019183333333333333,0.018366666666666667,0.03755,0.30170803762436754,0.15713370391535492,0.14457433370901263,0.0,stable
MAP_hours_since,0.019183333333333333,0.018366666666666667,0.03755,0.2116710244830045,0.27062877725249795,0.027152886589066227,4.146488200697144e-19,stable
SBP_slope6,0.017604617186819212,0.20011666666666666,0.19023333333333334,0.05553719620050469,-0.01672587433184844,0.03405309079273727,9.260417379670527e-25,stable
MAP_n_obs,0.016905115273440775,0.0,0.0,23.3397,22.888266666666667,0.04620000000000002,4.396582066197216e-56,stable
Resp_slope12,0.015660950505026736,0.32705,0.35746666666666665,0.03459477753348904,0.01986494431962862,0.03739202532627184,2.14805123614006e-24,stable
Glucose_dev,0.01433916964908009,0.14083333333333334,0.15371666666666667,23.815546539310766,22.698560768256726,0.02855016439295721,1.5103205896861604e-18,stable
HR_locf,0.01389798310758126,0.017483333333333333,0.02815,84.82599107733542,83.80310747543345,0.037286885296479444,7.559273918753052e-36,stable
HR_n_obs,0.011921206911759725,0.0,0.0,23.82445,23.471116666666667,0.04308333333333331,7.968551136546379e-49,stable
SBP_slope12,0.011859355385422234,0.34936666666666666,0.3474,0.07339984973037254,0.02117542666780296,0.03324666446445429,3.3054159138845047e-19,stable
Platelets_mean24,0.01169674646179434,0.5686333333333333,0.5965333333333334,211.87235494699428,198.02238492467745,0.040454813020177505,3.171685338540803e-18,stable
n_sparse_labs_this_hour,0.011296719435763852,0.0,0.0,0.384,0.2769666666666667,0.03279999999999994,1.782991856952567e-28,stable
HR_hours_since,0.010666666666666668,0.017483333333333333,0.02815,0.1565198215467083,0.17147707979626486,0.03333597633603158,9.732804306572004e-29,stable
HR_std6,0.009828373513807415,0.1284,0.13356666666666667,5.179577855037139,4.996056975515829,0.042862014438042995,4.691170744118471e-42,stable
O2Sat_n_obs,0.009723187345145528,0.0,0.0,22.9502,23.01245,0.036750000000000005,1.2233925576577625e-35,stable
HR_max6,0.009604330654814712,0.12836666666666666,0.13316666666666666,91.95206700059177,90.72572582195731,0.04012505971557592,6.447385870034772e-37,stable
O2Sat_min6,0.00940849144071081,0.12913333333333332,0.13351666666666667,95.3553548189543,95.16504452865028,0.03806994857041893,2.9765082233575126e-33,stable
Glucose_max6,0.009257773951915349,0.19298333333333334,0.2075,139.09809276966607,142.90857896999356,0.02667585309369558,2.9008531489671164e-15,stable
HR_mean6,0.009164623837881723,0.12836666666666666,0.13316666666666666,84.87262864991618,83.83699160346478,0.03869717923806543,2.295034794344154e-34,stable
O2Sat_locf,0.008732064165817214,0.019766666666666665,0.02955,97.18902812255585,97.09157263812321,0.026421976721023643,3.53247218701249e-18,stable
Temp_n_obs,0.008531240496128134,0.0,0.0,9.018733333333333,9.2451,0.0348,5.318717746248635e-32,stable
O2Sat_std24,0.008110804845989633,0.5641,0.5698666666666666,1.7026186109941308,1.8144822875950115,0.05862474062139744,2.999429451165789e-39,stable
O2Sat_slope6,0.0077561308779467136,0.17465,0.18941666666666668,-0.036415527676066865,-0.023952229349497006,0.022702311834015276,2.036606653577369e-11,stable
BUN_mean24,0.007655663271407823,0.5667333333333333,0.5906,23.9893053043648,23.320488775578177,0.0400404441363206,4.960335479014543e-18,stable
SBP_hours_since,0.007531057874021883,0.04671666666666666,0.030166666666666668,0.6711365980733255,0.2121326688434439,0.026584665643497707,3.8334799336617485e-18,stable
SBP_n_obs,0.007378909106269375,0.0,0.0,21.943516666666667,23.047116666666668,0.016550000000000002,1.4407731399095393e-07,stable
MAP_slope6,0.007334404375983391,0.17345,0.19646666666666668,-0.021282034964219695,-0.026616817447040465,0.015996550174456003,7.289533748203768e-06,stable
Glucose_locf,0.00714209001690797,0.14083333333333334,0.15371666666666667,131.91954568383764,131.65601236833322,0.018403364575791947,5.8904908833463765e-08,stable
log_iculos,0.006369150943181178,0.0,0.0,2.9907220298469066,2.9414967412908872,0.02905000000000002,1.9884843416940035e-22,stable
iculos,0.006369150943181178,0.0,0.0,26.65755,26.705716666666667,0.02905000000000002,1.9884843416940035e-22,stable
HR_min6,0.0062298687583663215,0.12836666666666666,0.13316666666666666,78.61082641783625,77.9551432416843,0.034812218847090515,6.826947341272645e-28,stable
MAP_std6,0.006208964873920577,0.1286,0.14055,7.126222610792448,7.349190131829346,0.028064371257531695,3.381595869177152e-18,stable
Glucose_mean6,0.0058974641377724825,0.19298333333333334,0.2075,131.9929035078285,131.5611637431565,0.017718432211206836,5.668431911790888e-07,stable
Fibrinogen_locf,0.00579345476240788,0.88925,0.9017,310.1054176072235,300.3178195998644,0.05446074615338095,1.6861664198153794e-08,stable
O2Sat_mean6,0.005613819147669926,0.12913333333333332,0.13351666666666667,97.18145082205531,97.0903458860802,0.030023079508717854,7.67675401422042e-21,stable
O2Sat_hours_since,0.005149666716801888,0.019766666666666665,0.02955,0.30829394361886625,0.23611039552097823,0.010608826397750404,0.002738616786824628,stable
MAP_std24,0.004963320251166611,0.564,0.5710333333333333,9.166648883944,9.45468910420659,0.04775465862420247,3.7617468208501494e-26,stable
O2Sat_std6,0.004708670475234305,0.12928333333333333,0.13405,1.2819441149029571,1.3369075606350462,0.02675786751877307,1.231592413466046e-16,stable
MAP_slope12,0.004591251969226103,0.3253666666666667,0.35163333333333335,0.006091910211397097,0.007627071201985927,0.011154126572122003,0.014258632333605813,stable
O2Sat_slope12,0.004471265360136204,0.32638333333333336,0.347,-0.0313347932873459,-0.02118108742967849,0.027305632300369198,2.555183676131466e-13,stable
HR_std24,0.0043843679491814315,0.564,0.5698666666666666,7.552647420698077,7.494026691641436,0.03369749038299291,2.986891401374618e-13,stable
HR_mean24,0.0043363360659384115,0.564,0.5698666666666666,85.3161862534485,84.61607199667111,0.034461660893618545,7.708735331560374e-14,stable
O2Sat_max6,0.004267398394479501,0.12913333333333332,0.13351666666666667,98.56349039271224,98.50957894939314,0.02086725458931815,2.739644770024593e-10,stable
Glucose_mean24,0.004256642853646653,0.5669666666666666,0.5867333333333333,131.46312973018644,130.8020303393587,0.020496249472673367,4.6238877115441415e-05,stable
O2Sat_mean24,0.0041050479752472,0.5641,0.5698666666666666,97.1915654406103,97.07156871167754,0.036115286627193266,3.715497022391435e-15,stable
temp_hr_coupling,0.003998154324469447,0.07193333333333334,0.07685,85.44328303529257,85.7746665644808,0.016071462936927183,1.1650148258282525e-06,stable
HR_slope6,0.0036581593934604385,0.17248333333333332,0.18818333333333334,-0.001081716966804057,-0.017481369187563205,0.017029824672963212,1.2645787100172246e-06,stable
HR_slope12,0.003519862479085664,0.32438333333333336,0.34576666666666667,-0.011430812140217125,-0.004947478932459914,0.016462746606780543,3.993153981422661e-05,stable
Fibrinogen_hours_since,0.003420614318476961,0.88925,0.9017,19.12400300978179,23.152763648694474,0.036755850205946405,0.00041654019884558737,stable
Fibrinogen_obs_rate,0.0025700062488365266,0.0,0.0,0.011302372085865741,0.007742395097956372,0.015033333333333343,2.5548346725077874e-06,stable
Temp_hours_since,0.0017560526320541648,0.0719,0.07665,1.6786445426139425,1.6765401346546092,0.017461280979407245,8.723425021223678e-08,stable
Fibrinogen_n_obs,0.0016577633451200337,0.0,0.0,0.26726666666666665,0.19811666666666666,0.012449999999999961,0.0001812642448727412,stable
ward_before_icu,0.0,0.0,0.0,0.4179833333333333,0.5878,0.16981666666666673,0.0,stable
acidotic,0.0,0.0,0.0,0.11941666666666667,0.06903333333333334,0.050383333333333336,1.2667130102851626e-66,stable
gender,0.0,0.0,0.0,0.5792833333333334,0.53985,0.03943333333333332,5.708706642084427e-41,stable
unit_micu,0.0,0.0,0.0,0.26455,0.34098333333333336,0.07643333333333335,7.102659290439074e-153,stable
unit_sicu,0.0,0.0,0.0,0.25351666666666667,0.3604833333333333,0.10696666666666665,2.2962609899693887e-299,stable
lactate_shock,0.0,0.0,0.0,0.018733333333333334,0.016483333333333332,0.0022499999999999742,0.9980198201318322,stable
lactate_high,0.0,0.0,0.0,0.10216666666666667,0.07815,0.024016666666666686,1.8288950211623545e-15,stable
age_over_65,0.0,0.0,0.0,0.5037,0.4337,0.07,2.882074644130926e-128,stable
TroponinI_obs_rate,0.0,0.0,0.0,0.0016270949369839704,0.026496049610412836,0.26444999999999996,0.0,stable
hypoxic,0.0,0.0,0.0,0.027216666666666667,0.031566666666666666,0.004349999999999965,0.6197613974941092,stable
tachycardic,0.0,0.0,0.0,0.17168333333333333,0.16103333333333333,0.010650000000000048,0.0021997222515958963,stable
hypotensive,0.0,0.0,0.0,0.14963333333333334,0.061483333333333334,0.08814999999999995,2.797464725138711e-203,stable
EtCO2_n_obs,0.0,0.0,0.0,0.0,3.2681833333333334,0.1725,0.0,stable
EtCO2_obs_rate,0.0,0.0,0.0,0.0,0.0871248624265582,0.1725,0.0,stable
Bilirubin_direct_n_obs,0.0,0.0,0.0,0.0465,0.08298333333333334,0.044983333333333375,3.4431248968473044e-53,stable
Bilirubin_direct_obs_rate,0.0,0.0,0.0,0.001776725653752995,0.003560051852177518,0.044983333333333375,3.4431248968473044e-53,stable
TroponinI_n_obs,0.0,0.0,0.0,0.039016666666666665,0.5383166666666667,0.26444999999999996,0.0,stable
qsofa_sbp,0.0,0.0,0.0,0.16206666666666666,0.12986666666666666,0.032200000000000006,1.853712257867216e-27,stable
qsofa_resp,0.0,0.0,0.0,0.26105,0.21386666666666668,0.047183333333333355,1.769003750185171e-58,stable
sirs_wbc,0.0,0.0,0.0,0.34891666666666665,0.2358,0.11311666666666664,0.0,stable
sirs_resp,0.0,0.0,0.0,0.3502166666666667,0.28515,0.0650666666666666,7.233680884372314e-111,stable
sirs_hr,0.0,0.0,0.0,0.33898333333333336,0.3216833333333333,0.017299999999999982,3.138773269236543e-08,stable
sirs_temp,0.0,0.0,0.0,0.12926666666666667,0.10926666666666666,0.020000000000000018,7.435696315866069e-11,stable
any_lab_this_hour,0.0,0.0,0.0,0.30635,0.25116666666666665,0.05518333333333336,7.603620296731767e-80,stable
unit_unknown,0.0,0.0,0.0,0.4819333333333333,0.2985333333333333,0.1834,0.0,stable
EtCO2_locf,,1.0,0.8275,,33.54280193236715,,,
EtCO2_hours_since,,1.0,0.8275,,13.354782608695652,,,
EtCO2_dev,,1.0,0.8275,,6.213034216927247,,,
EtCO2_mean6,,1.0,0.8389666666666666,,33.56678655620836,,,
EtCO2_min6,,1.0,0.8389666666666666,,32.36524529083005,,,
EtCO2_max6,,1.0,0.8389666666666666,,34.79812668184641,,,
EtCO2_std6,,1.0,0.8402333333333334,,0.9933217932822918,,,
EtCO2_mean24,,1.0,0.8974666666666666,,33.957271568486846,,,
EtCO2_std24,,1.0,0.8977833333333334,,1.7735274395688905,,,
EtCO2_slope6,,1.0,0.85275,,0.023033389902816497,,,
EtCO2_slope12,,1.0,0.87685,,0.019059863844466705,,,
